X,Y,id,Area,Pacount,Order,MR,OB,JB,GB,AO,BB,GM
173570.9196,1042396.332,0,46654021.61,0,150,0,0,0,0,0,0,0
173570.9196,1049226.707,0,46654023.59,0,151,0,0,0,0,0,0,0
173570.9196,1056057.082,0,46654021.61,0,152,0,0,0,0,0,0,0
173570.9196,1062887.457,0,46654021.61,0,153,0,0,0,0,0,0,0
173570.9196,1069717.832,0,46654021.61,0,154,0,0,0,0,0,0,0
173570.9196,1076548.207,0,46654019.63,0,155,0,0,0,0,0,0,0
173570.9196,1083378.581,0,46654015.68,0,156,0,0,0,0,0,0,0
173570.9196,1090208.956,0,46654023.59,1,157,0,0,0,0,0,0,0
173570.9196,1097039.331,0,46654021.61,0,158,0,0,0,0,0,0,0
173570.9196,1103869.706,0,46654021.61,0,159,0,0,0,0,0,0,0
173570.9196,1110700.081,0,46654021.61,0,160,0,0,0,0,0,0,0
173570.9196,1117530.456,0,52071727.88,1,161,0,0,0,0,0,0,0
180401.2944,939940.7091,0,27815642.19,0,162,0,0,0,0,0,0,0
180401.2944,946771.0839,0,46654019.63,0,163,0,0,0,0,0,0,0
180401.2944,953601.4588,0,46654019.63,0,164,0,0,0,0,0,0,0
180401.2944,960431.8337,0,46654019.63,0,165,0,0,0,0,0,0,0
180401.2944,967262.2086,0,46654019.63,0,166,0,0,0,0,0,0,0
180401.2944,974092.5834,0,46654017.66,0,167,0,0,0,0,0,0,0
180401.2944,980922.9583,0,46654019.63,0,168,0,0,0,0,0,0,0
180401.2944,987753.3332,0,46654019.63,0,169,0,0,0,0,0,0,0
180401.2944,994583.7081,0,46654019.63,0,170,0,1,0,1,0,0,0
180401.2944,1001414.083,0,46654019.63,0,171,0,0,0,0,0,0,0
180401.2944,1008244.458,0,46654019.63,0,172,0,0,0,0,0,0,0
180401.2944,1015074.833,0,46654021.61,0,173,0,0,0,0,0,0,0
180401.2944,1021905.208,0,46654015.68,0,174,0,0,0,0,0,0,0
180401.2944,1028735.582,0,46654017.66,0,175,0,0,0,0,0,0,0
180401.2944,1035565.957,0,46654019.63,0,176,0,0,0,0,0,0,0
180401.2944,1042396.332,0,46654019.63,0,177,0,0,0,0,0,0,0
180401.2944,1049226.707,0,46654021.61,0,178,0,0,0,0,0,0,0
180401.2944,1056057.082,0,46654019.63,0,179,0,0,0,0,0,0,0
180401.2944,1062887.457,0,46654019.63,0,180,0,0,0,0,0,0,0
180401.2944,1069717.832,0,46654019.63,0,181,0,0,0,0,0,0,0
180401.2944,1076548.207,0,46654017.66,0,182,0,0,0,0,0,0,0
180401.2944,1083378.581,0,46654013.7,1,183,0,0,0,0,0,0,0
180401.2944,1090208.956,0,46654021.61,0,184,0,0,0,0,0,0,0
180401.2944,1097039.331,0,46654019.63,0,185,0,0,0,0,0,0,0
180401.2944,1103869.706,0,46654019.63,0,186,0,0,0,0,0,0,0
180401.2944,1110700.081,0,46654019.63,0,187,0,0,0,0,0,0,0
180401.2944,1117530.456,0,46654021.61,1,188,0,0,0,0,0,0,0
180401.2944,1124360.831,0,59494307.66,0,189,0,0,0,0,0,0,0
187231.6693,939940.7091,0,28564527.46,0,190,0,0,0,0,0,0,0
187231.6693,946771.0839,0,46654019.63,0,191,0,0,0,0,0,0,0
187231.6693,953601.4588,0,46654019.63,0,192,0,0,0,1,0,0,0
187231.6693,960431.8337,0,46654019.63,0,193,0,0,0,0,0,0,0
187231.6693,967262.2086,0,46654019.63,0,194,0,0,0,0,0,0,0
187231.6693,974092.5834,0,46654017.66,0,195,0,0,0,0,0,0,0
187231.6693,980922.9583,0,46654019.63,0,196,0,0,0,0,1,0,0
187231.6693,987753.3332,0,46654019.63,0,197,3,2,2,0,1,1,1
187231.6693,994583.7081,0,46654019.63,0,198,1,0,0,0,0,0,0
187231.6693,1001414.083,0,46654019.63,0,199,0,0,0,0,0,0,0
187231.6693,1008244.458,0,46654019.63,0,200,0,0,0,0,0,0,0
187231.6693,1015074.833,0,46654021.61,0,201,0,0,0,0,0,0,0
187231.6693,1021905.208,0,46654015.68,0,202,0,0,0,0,0,0,0
187231.6693,1028735.582,0,46654017.66,0,203,0,0,0,0,0,0,0
187231.6693,1035565.957,0,46654019.63,0,204,0,0,0,0,0,0,0
187231.6693,1042396.332,0,46654019.63,0,205,0,0,0,0,0,0,0
187231.6693,1049226.707,0,46654021.61,0,206,0,0,0,0,0,0,0
187231.6693,1056057.082,0,46654019.63,0,207,0,1,0,0,0,0,0
187231.6693,1062887.457,0,46654019.63,3,208,0,0,0,0,1,0,0
187231.6693,1069717.832,0,46654019.63,2,209,0,0,0,0,1,0,0
187231.6693,1076548.207,0,46654017.66,1,210,0,0,0,0,0,0,0
187231.6693,1083378.581,0,46654013.7,6,211,0,0,0,0,0,0,0
187231.6693,1090208.956,0,46654021.61,6,212,0,0,0,0,0,0,0
187231.6693,1097039.331,0,46654019.63,6,213,0,0,0,0,0,0,0
187231.6693,1103869.706,0,46654019.63,1,214,0,0,0,0,0,0,0
187231.6693,1110700.081,0,46654019.63,0,215,0,0,0,0,0,0,0
187231.6693,1117530.456,0,46654021.61,0,216,0,0,0,0,0,0,0
187231.6693,1124360.831,0,46654019.63,0,217,0,0,0,0,0,0,0
187231.6693,1131191.206,0,35459370.74,0,218,0,0,0,0,0,0,0
194062.0442,939940.7091,0,29313413.98,0,219,0,0,0,0,0,0,0
194062.0442,946771.0839,0,46654021.61,0,220,0,0,0,0,0,0,0
194062.0442,953601.4588,0,46654021.61,0,221,0,0,0,0,0,0,0
194062.0442,960431.8337,0,46654021.61,0,222,0,0,0,0,0,0,0
194062.0442,967262.2086,0,46654021.61,0,223,0,0,0,0,0,0,0
194062.0442,974092.5834,0,46654019.63,0,224,0,0,0,0,0,0,0
194062.0442,980922.9583,0,46654021.61,0,225,0,0,0,0,0,0,0
194062.0442,987753.3332,0,46654021.61,0,226,0,0,0,0,0,0,0
194062.0442,994583.7081,0,46654021.61,0,227,1,0,1,0,0,0,0
194062.0442,1001414.083,0,46654021.61,0,228,0,0,0,0,0,0,0
194062.0442,1008244.458,0,46654021.61,0,229,0,0,0,0,0,0,0
194062.0442,1015074.833,0,46654023.59,0,230,0,0,0,0,0,0,0
194062.0442,1021905.208,0,46654017.66,9,231,0,2,0,0,0,0,0
194062.0442,1028735.582,0,46654019.63,0,232,0,0,0,0,0,0,0
194062.0442,1035565.957,0,46654021.61,0,233,0,0,0,0,0,0,0
194062.0442,1042396.332,0,46654021.61,0,234,0,0,0,0,0,0,0
194062.0442,1049226.707,0,46654023.59,0,235,0,0,0,0,0,0,0
194062.0442,1056057.082,0,46654021.61,0,236,0,0,0,0,0,0,0
194062.0442,1062887.457,0,46654021.61,0,237,0,0,0,0,0,0,0
194062.0442,1069717.832,0,46654021.61,0,238,0,0,0,0,0,0,0
194062.0442,1076548.207,0,46654019.63,0,239,0,0,0,0,0,0,0
194062.0442,1083378.581,0,46654015.68,1,240,0,0,0,0,0,0,0
194062.0442,1090208.956,0,46654023.59,0,241,0,0,0,1,0,0,0
194062.0442,1097039.331,0,46654021.61,0,242,0,0,0,0,0,0,0
194062.0442,1103869.706,0,46654021.61,0,243,0,0,0,0,0,0,0
194062.0442,1110700.081,0,46654021.61,0,244,0,0,0,0,0,0,0
194062.0442,1117530.456,0,46654023.59,0,245,0,0,0,0,0,0,0
194062.0442,1124360.831,0,46654021.61,0,246,0,0,0,0,0,0,0
194062.0442,1131191.206,0,46654017.66,0,247,0,0,0,0,0,0,0
194062.0442,1138021.58,0,38738535.28,0,248,0,0,0,0,0,0,0
194062.0442,1144851.955,0,22326849.85,3,249,0,0,0,0,0,0,0
194062.0442,1158512.705,0,32490600.33,0,250,0,0,0,0,0,0,0
194062.0442,1165343.08,0,56429797.6,0,251,0,0,0,0,0,0,0
200892.4191,939940.7091,0,30062299.28,0,252,0,0,0,0,0,0,0
200892.4191,946771.0839,0,46654021.61,0,253,0,1,0,1,2,0,0
200892.4191,953601.4588,0,46654021.61,2,254,0,0,0,0,0,0,0
200892.4191,960431.8337,0,46654021.61,0,255,0,0,0,0,0,0,0
200892.4191,967262.2086,0,46654021.61,0,256,1,1,0,0,0,0,0
200892.4191,974092.5834,0,46654019.63,0,257,0,0,0,0,0,0,0
200892.4191,980922.9583,0,46654021.61,0,258,0,0,0,0,0,0,0
200892.4191,987753.3332,0,46654021.61,0,259,0,0,0,0,0,0,0
200892.4191,994583.7081,0,46654021.61,0,260,0,0,0,0,0,0,0
200892.4191,1001414.083,0,46654021.61,0,261,0,0,0,0,0,0,0
200892.4191,1008244.458,0,46654021.61,0,262,0,0,0,0,0,0,0
200892.4191,1015074.833,0,46654023.59,0,263,0,0,0,0,0,0,0
200892.4191,1021905.208,0,46654017.66,1,264,0,0,0,0,0,0,0
200892.4191,1028735.582,0,46654019.63,1,265,0,0,0,0,0,0,0
200892.4191,1035565.957,0,46654021.61,0,266,0,0,0,0,0,0,0
200892.4191,1042396.332,0,46654021.61,0,267,0,0,0,0,0,0,0
200892.4191,1049226.707,0,46654023.59,0,268,0,0,0,0,0,0,0
200892.4191,1056057.082,0,46654021.61,0,269,0,0,0,0,0,0,0
200892.4191,1062887.457,0,46654021.61,0,270,0,0,0,0,0,0,0
200892.4191,1069717.832,0,46654021.61,0,271,0,0,0,0,0,0,0
200892.4191,1076548.207,0,46654019.63,0,272,0,0,0,0,0,0,0
200892.4191,1083378.581,0,46654015.68,0,273,0,0,0,0,0,0,0
200892.4191,1090208.956,0,46654023.59,0,274,0,0,0,0,0,0,0
200892.4191,1097039.331,0,46654021.61,0,275,0,0,0,0,0,0,0
200892.4191,1103869.706,0,46654021.61,0,276,0,0,0,0,0,0,0
200892.4191,1110700.081,0,46654021.61,0,277,0,0,0,0,0,0,0
200892.4191,1117530.456,0,46654023.59,0,278,0,0,0,0,0,0,0
200892.4191,1124360.831,0,46654021.61,0,279,0,0,0,0,0,0,0
200892.4191,1131191.206,0,46654017.66,1,280,0,0,0,0,0,0,0
200892.4191,1138021.58,0,46654019.63,0,281,0,0,0,0,0,0,0
200892.4191,1144851.955,0,46654021.61,0,282,0,0,0,0,0,0,0
200892.4191,1151682.33,0,55016048.87,1,283,0,0,0,0,0,0,0
200892.4191,1158512.705,0,46654021.61,0,284,0,0,0,0,0,0,0
200892.4191,1165343.08,0,46654021.61,0,285,0,0,0,0,0,0,0
200892.4191,1172173.455,0,62905423.32,0,286,0,0,0,0,0,0,0
200892.4191,1179003.83,0,51434534.12,0,287,0,0,0,0,0,0,0
200892.4191,1185834.205,0,34903632.87,1,288,0,0,0,0,0,0,0
200892.4191,1192664.579,0,43333099.57,1,289,0,0,0,0,0,0,0
200892.4191,1199494.954,0,32302217.07,0,290,0,0,0,0,0,0,0
207722.7939,939940.7091,0,30811183.6,0,291,0,0,0,0,0,0,0
207722.7939,946771.0839,0,46654021.61,0,292,0,0,0,0,0,0,0
207722.7939,953601.4588,0,46654021.61,0,293,0,0,0,0,0,0,0
207722.7939,960431.8337,0,46654021.61,0,294,0,0,0,0,0,0,0
207722.7939,967262.2086,0,46654021.61,1,295,0,0,0,0,0,0,0
207722.7939,974092.5834,0,46654019.63,0,296,0,0,0,0,0,1,0
207722.7939,980922.9583,0,46654021.61,0,297,0,0,0,0,0,0,0
207722.7939,987753.3332,0,46654021.61,0,298,0,0,0,0,0,0,0
207722.7939,994583.7081,0,46654021.61,0,299,0,0,0,0,0,0,0
207722.7939,1001414.083,0,46654021.61,0,300,0,0,0,0,0,0,0
207722.7939,1008244.458,0,46654021.61,0,301,0,0,0,0,0,0,0
207722.7939,1015074.833,0,46654023.59,0,302,0,0,0,0,0,0,0
207722.7939,1021905.208,0,46654017.66,0,303,0,0,0,0,0,0,0
207722.7939,1028735.582,0,46654019.63,0,304,0,0,0,0,0,0,0
207722.7939,1035565.957,0,46654021.61,0,305,0,0,0,0,0,0,0
207722.7939,1042396.332,0,46654021.61,0,306,0,0,0,0,0,0,0
207722.7939,1049226.707,0,46654023.59,0,307,0,0,0,0,0,0,0
207722.7939,1056057.082,0,46654021.61,0,308,0,0,0,0,0,0,0
207722.7939,1062887.457,0,46654021.61,0,309,0,0,0,0,0,0,0
207722.7939,1069717.832,0,46654021.61,4,310,0,0,0,0,0,0,0
207722.7939,1076548.207,0,46654019.63,0,311,0,0,0,0,0,0,0
207722.7939,1083378.581,0,46654015.68,0,312,0,0,0,0,0,0,0
207722.7939,1090208.956,0,46654023.59,0,313,0,0,0,0,0,0,0
207722.7939,1097039.331,0,46654021.61,0,314,0,0,0,0,0,0,0
207722.7939,1103869.706,0,46654021.61,0,315,0,0,0,0,0,0,0
207722.7939,1110700.081,0,46654021.61,0,316,0,0,0,0,0,0,0
207722.7939,1117530.456,0,46654023.59,0,317,0,0,0,0,0,0,0
207722.7939,1124360.831,0,46654021.61,1,318,0,0,0,0,0,0,0
207722.7939,1131191.206,0,46654017.66,0,319,0,0,0,0,0,0,0
207722.7939,1138021.58,0,46654019.63,0,320,0,0,0,0,0,0,0
207722.7939,1144851.955,0,46654021.61,0,321,0,0,0,0,0,0,0
207722.7939,1151682.33,0,46654023.59,0,322,0,0,0,0,0,0,0
207722.7939,1158512.705,0,46654021.61,0,323,0,0,0,0,0,0,0
207722.7939,1165343.08,0,46654021.61,0,324,0,0,0,0,0,0,0
207722.7939,1172173.455,0,46654021.61,0,325,0,0,0,0,0,0,0
207722.7939,1179003.83,0,46654023.59,0,326,0,0,0,0,0,0,0
207722.7939,1185834.205,0,46654017.66,0,327,0,0,0,0,0,0,0
207722.7939,1192664.579,0,46654019.63,0,328,0,0,0,0,0,0,0
207722.7939,1199494.954,0,46654021.61,1,329,0,0,0,0,0,0,0
207722.7939,1206325.329,0,46164508.42,1,330,0,0,0,0,0,0,0
207722.7939,1213155.704,0,34361715.38,0,331,0,0,0,0,0,0,0
207722.7939,1219986.079,0,22700551.57,0,332,0,0,0,0,0,0,0
214553.1688,939940.7091,0,35443547.18,2,333,0,0,0,0,0,0,0
214553.1688,946771.0839,0,46654021.61,0,334,0,0,0,0,0,0,0
214553.1688,953601.4588,0,46654021.61,0,335,0,0,0,0,0,0,0
214553.1688,960431.8337,0,46654021.61,0,336,0,0,0,0,0,0,0
214553.1688,967262.2086,0,46654021.61,0,337,0,0,0,0,0,0,0
214553.1688,974092.5834,0,46654019.63,0,338,0,0,0,0,0,0,0
214553.1688,980922.9583,0,46654021.61,0,339,0,0,0,0,0,0,0
214553.1688,987753.3332,0,46654021.61,0,340,0,0,0,0,0,0,0
214553.1688,994583.7081,0,46654021.61,0,341,0,0,0,0,0,0,0
214553.1688,1001414.083,0,46654021.61,0,342,0,0,0,0,0,0,0
214553.1688,1008244.458,0,46654021.61,0,343,0,0,0,0,0,0,0
214553.1688,1015074.833,0,46654023.59,0,344,0,0,0,0,0,0,0
214553.1688,1021905.208,0,46654017.66,0,345,0,0,0,0,0,0,0
214553.1688,1028735.582,0,46654019.63,0,346,0,0,0,0,0,0,0
214553.1688,1035565.957,0,46654021.61,1,347,0,0,0,0,0,0,0
214553.1688,1042396.332,0,46654021.61,0,348,0,0,0,0,0,0,0
214553.1688,1049226.707,0,46654023.59,2,349,0,0,0,0,0,0,0
214553.1688,1056057.082,0,46654021.61,5,350,0,0,0,0,0,0,0
214553.1688,1062887.457,0,46654021.61,0,351,0,0,0,0,0,0,0
214553.1688,1069717.832,0,46654021.61,0,352,0,0,0,0,0,0,0
214553.1688,1076548.207,0,46654019.63,0,353,0,0,0,0,0,0,0
214553.1688,1083378.581,0,46654015.68,0,354,0,0,0,0,0,0,0
214553.1688,1090208.956,0,46654023.59,1,355,0,0,0,0,0,0,0
214553.1688,1097039.331,0,46654021.61,0,356,0,0,0,0,0,0,0
214553.1688,1103869.706,0,46654021.61,0,357,0,0,0,0,0,0,0
214553.1688,1110700.081,0,46654021.61,0,358,0,0,0,0,0,0,0
214553.1688,1117530.456,0,46654023.59,1,359,0,0,0,0,0,0,0
214553.1688,1124360.831,0,46654021.61,4,360,0,0,0,0,0,0,0
214553.1688,1131191.206,0,46654017.66,0,361,0,0,0,0,0,0,0
214553.1688,1138021.58,0,46654019.63,0,362,0,0,0,0,0,0,0
214553.1688,1144851.955,0,46654021.61,0,363,0,0,0,0,0,0,0
