X,Y,id,Area,Pacount,Order,MR,OB,JB,GB,AO,BB,GM,Gridall,GridT1,GridPA
85629.84305,1111553.878,1,2915877.094,0,11058,0,0,0,0,0,0,0,0,0,0
85629.84305,1113261.472,1,2915875.789,0,11059,0,0,0,0,0,0,0,0,0,0
85629.84305,1114969.065,1,2915875.789,0,11060,0,0,0,0,0,0,0,0,0,0
85629.84305,1116676.659,1,2915876.659,0,11061,0,0,0,0,0,0,0,0,0,0
85629.84305,1118384.253,1,2915876.224,0,11062,0,0,0,0,0,0,0,0,0,0
85629.84305,1120091.846,1,2915875.789,0,11063,0,0,0,0,0,0,0,0,0,0
85629.84305,1121799.44,1,2915876.659,0,11064,0,0,0,0,0,0,0,0,0,0
85629.84305,1123507.034,1,2915876.659,0,11065,0,0,0,0,0,0,0,0,0,0
85629.84305,1125214.628,1,2915875.789,0,11066,0,0,0,0,0,0,0,0,0,0
85629.84305,1126922.221,1,2915876.224,0,11067,2,1,0,0,0,0,0,1,1,0
85629.84305,1128629.815,1,2915876.659,0,11068,3,0,1,0,0,1,0,1,1,0
85629.84305,1130337.409,1,2915875.789,0,11069,2,0,0,0,0,0,0,1,1,0
85629.84305,1132045.002,1,2915875.789,0,11070,0,0,0,0,0,0,0,0,0,0
85629.84305,1133752.596,1,2915877.094,0,11071,2,0,1,0,0,0,0,1,1,0
85629.84305,1135460.19,1,2915876.659,0,11072,0,0,0,0,0,0,0,0,0,0
85629.84305,1137167.784,1,2915875.789,0,11073,0,0,0,0,0,0,0,0,0,0
85629.84305,1138875.377,1,2915875.789,0,11074,0,0,0,0,0,0,0,0,0,0
85629.84305,1140582.971,1,2915876.659,0,11075,0,0,0,0,0,0,0,0,0,0
85629.84305,1142290.565,1,2915876.224,0,11076,0,0,1,0,0,0,0,1,1,0
85629.84305,1143998.158,1,2915875.789,0,11077,0,0,0,0,0,0,0,0,0,0
85629.84305,1145705.752,1,2915876.659,0,11078,0,0,0,0,0,0,0,0,0,0
85629.84305,1147413.346,1,2915876.659,0,11079,0,0,0,0,0,0,0,0,0,0
85629.84305,1149120.94,1,2915876.224,0,11080,0,0,0,0,0,0,0,0,0,0
85629.84305,1150828.533,1,2915875.789,0,11081,0,0,0,0,0,0,0,0,0,0
85629.84305,1152536.127,1,2915876.659,0,11082,0,0,0,0,0,0,0,0,0,0
85629.84305,1154243.721,1,2915875.789,0,11083,0,0,0,0,0,0,0,0,0,0
85629.84305,1155951.314,1,2915875.789,0,11084,0,0,0,0,0,0,0,0,0,0
85629.84305,1157658.908,1,2915877.094,0,11085,0,0,0,0,0,0,0,0,0,0
85629.84305,1159366.502,1,2915876.659,0,11086,0,0,0,0,0,0,0,0,0,0
85629.84305,1161074.096,1,2915875.789,0,11087,0,0,0,0,0,0,0,0,0,0
85629.84305,1162781.689,1,2915875.789,0,11088,0,0,0,0,0,0,0,0,0,0
85629.84305,1164489.283,1,2915877.094,0,11089,0,0,0,0,0,0,0,0,0,0
85629.84305,1166196.877,1,2915876.659,0,11090,0,0,0,0,0,0,0,0,0,0
85629.84305,1167904.471,1,2915875.789,0,11091,0,0,0,0,0,0,0,0,0,0
85629.84305,1169612.064,1,2915875.789,0,11092,0,0,0,0,0,0,0,0,0,0
85629.84305,1171319.658,1,2915876.659,0,11093,0,0,0,0,0,0,0,0,0,0
85629.84305,1173027.252,1,2915876.224,0,11094,0,0,0,0,0,0,0,0,0,0
85629.84305,1174734.845,1,2915875.789,0,11095,0,0,0,0,0,0,0,0,0,0
85629.84305,1176442.439,1,2915876.659,0,11096,0,0,0,0,0,0,0,0,0,0
85629.84305,1178150.033,1,2915876.659,0,11097,0,0,0,0,0,0,0,0,0,0
85629.84305,1179857.627,1,2915876.224,0,11098,0,0,0,0,0,0,0,0,0,0
85629.84305,1181565.22,1,2915875.789,0,11099,0,0,0,0,0,0,0,0,0,0
85629.84305,1183272.814,1,2915876.659,0,11100,0,0,0,0,0,0,0,0,0,0
85629.84305,1184980.408,1,2915875.789,0,11101,0,0,0,0,0,0,0,0,0,0
85629.84305,1186688.001,1,2915875.789,0,11102,0,0,0,0,0,0,0,0,0,0
85629.84305,1188395.595,1,2915877.094,0,11103,0,0,0,0,0,0,0,0,0,0
85629.84305,1190103.189,1,2915876.659,0,11104,0,0,0,0,0,0,0,0,0,0
85629.84305,1191810.783,1,2915875.789,0,11105,0,0,0,0,0,0,0,0,0,0
85629.84305,1193518.376,1,2915875.789,0,11106,0,0,0,0,0,0,0,0,0,0
85629.84305,1195225.97,1,3325817.391,0,11107,0,0,0,0,0,0,0,0,0,0
87337.43677,944209.6934,1,2219855.117,0,11108,0,0,0,0,0,0,0,0,0,0
87337.43677,945917.2871,1,2915876.224,0,11109,0,0,0,0,0,0,0,0,0,0
87337.43677,947624.8808,1,2915876.224,0,11110,0,0,0,0,0,0,0,0,0,0
87337.43677,949332.4745,1,2915876.224,1,11111,0,0,0,0,0,0,0,1,0,1
87337.43677,951040.0682,1,2915876.224,0,11112,0,0,0,0,0,0,0,0,0,0
87337.43677,952747.662,1,2915876.224,0,11113,0,0,0,0,0,0,0,0,0,0
87337.43677,954455.2557,1,2915876.224,0,11114,0,0,0,0,0,0,0,0,0,0
87337.43677,956162.8494,1,2915876.224,0,11115,0,0,0,0,0,0,0,0,0,0
87337.43677,957870.4431,1,2915876.659,0,11116,0,0,0,0,0,0,0,0,0,0
87337.43677,959578.0368,1,2915876.224,1,11117,0,0,0,0,0,0,0,1,0,1
87337.43677,961285.6305,1,2915876.224,0,11118,0,0,0,0,0,0,0,0,0,0
87337.43677,962993.2243,1,2915876.224,0,11119,0,0,0,0,0,0,0,0,0,0
87337.43677,964700.818,1,2915876.224,0,11120,0,0,0,0,0,0,0,0,0,0
87337.43677,966408.4117,1,2915876.224,0,11121,0,0,0,0,0,0,0,0,0,0
87337.43677,968116.0054,1,2915876.224,0,11122,0,0,0,0,0,0,0,0,0,0
87337.43677,969823.5991,1,2915876.224,0,11123,0,0,0,0,0,0,0,0,0,0
87337.43677,971531.1929,1,2915876.224,0,11124,0,0,0,0,0,0,0,0,0,0
87337.43677,973238.7866,1,2915876.659,0,11125,0,0,0,0,0,0,0,0,0,0
87337.43677,974946.3803,1,2915876.224,0,11126,0,0,0,0,0,0,0,0,0,0
87337.43677,976653.974,1,2915876.224,0,11127,0,0,0,0,0,0,0,0,0,0
87337.43677,978361.5677,1,2915876.224,0,11128,0,0,0,0,0,0,0,0,0,0
87337.43677,980069.1615,1,2915876.224,0,11129,0,0,0,0,0,0,0,0,0,0
87337.43677,981776.7552,1,2915876.224,0,11130,0,0,0,0,0,0,0,0,0,0
87337.43677,983484.3489,1,2915876.224,0,11131,0,0,0,0,0,0,0,0,0,0
87337.43677,985191.9426,1,2915876.224,0,11132,0,0,0,0,0,0,0,0,0,0
87337.43677,986899.5363,1,2915876.224,0,11133,0,0,0,0,0,0,0,0,0,0
87337.43677,988607.13,1,2915876.224,1,11134,0,0,0,0,0,0,0,1,0,1
87337.43677,990314.7238,1,2915876.659,0,11135,0,0,0,0,0,0,0,0,0,0
87337.43677,992022.3175,1,2915876.224,2,11136,0,0,0,0,0,0,0,1,0,1
87337.43677,993729.9112,1,2915876.224,0,11137,0,0,0,0,0,0,0,0,0,0
87337.43677,995437.5049,1,2915876.224,1,11138,0,0,0,0,0,0,0,1,0,1
87337.43677,997145.0986,1,2915876.224,0,11139,0,0,0,0,0,0,0,0,0,0
87337.43677,998852.6924,1,2915876.224,0,11140,0,0,0,0,0,0,0,0,0,0
87337.43677,1000560.286,1,2915876.224,3,11141,0,0,0,0,0,0,0,1,0,1
87337.43677,1002267.88,1,2915876.659,0,11142,0,0,0,0,0,0,0,0,0,0
87337.43677,1003975.474,1,2915876.224,0,11143,0,0,0,0,0,0,0,0,0,0
87337.43677,1005683.067,1,2915875.789,0,11144,0,0,0,0,0,0,0,0,0,0
87337.43677,1007390.661,1,2915876.659,0,11145,0,0,0,0,0,0,0,0,0,0
87337.43677,1009098.255,1,2915875.789,0,11146,0,0,0,0,0,0,0,0,0,0
87337.43677,1010805.848,1,2915876.224,1,11147,0,0,0,0,0,0,0,1,0,1
87337.43677,1012513.442,1,2915876.659,0,11148,0,0,0,0,0,0,0,0,0,0
87337.43677,1014221.036,1,2915876.659,0,11149,0,0,0,0,0,0,0,0,0,0
87337.43677,1015928.63,1,2915875.789,0,11150,0,0,0,0,0,0,0,0,0,0
87337.43677,1017636.223,1,2915875.789,0,11151,0,0,0,0,0,0,0,0,0,0
87337.43677,1019343.817,1,2915877.094,1,11152,0,0,0,0,0,0,0,1,0,1
87337.43677,1021051.411,1,2915875.789,0,11153,0,0,0,0,0,0,0,0,0,0
87337.43677,1022759.004,1,2915875.789,0,11154,0,0,0,0,0,0,0,0,0,0
87337.43677,1024466.598,1,2915876.659,0,11155,0,0,0,0,0,0,0,0,0,0
87337.43677,1026174.192,1,2915877.094,0,11156,0,0,0,0,0,0,0,0,0,0
87337.43677,1027881.786,1,2915875.789,0,11157,0,0,0,0,0,0,0,0,0,0
87337.43677,1029589.379,1,2915875.789,0,11158,0,0,0,0,0,0,0,0,0,0
87337.43677,1031296.973,1,2915876.659,0,11159,0,0,0,0,0,0,0,0,0,0
87337.43677,1033004.567,1,2915875.789,0,11160,0,0,0,0,0,0,0,0,0,0
87337.43677,1034712.16,1,2915876.224,0,11161,0,0,0,0,0,0,0,0,0,0
87337.43677,1036419.754,1,2915876.659,0,11162,0,0,0,0,0,0,0,0,0,0
87337.43677,1038127.348,1,2915876.659,0,11163,0,0,0,0,0,0,0,0,0,0
87337.43677,1039834.942,1,2915875.789,0,11164,0,0,0,0,0,0,0,0,0,0
87337.43677,1041542.535,1,2915876.224,0,11165,0,0,0,0,0,0,0,0,0,0
87337.43677,1043250.129,1,2915876.659,0,11166,0,0,0,0,0,0,0,0,0,0
87337.43677,1044957.723,1,2915875.789,0,11167,0,0,0,0,0,0,0,0,0,0
87337.43677,1046665.316,1,2915875.789,0,11168,0,0,0,0,0,0,0,0,0,0
87337.43677,1048372.91,1,2915876.659,0,11169,0,0,0,0,0,0,0,0,0,0
87337.43677,1050080.504,1,2915877.094,0,11170,0,0,0,0,0,0,0,0,0,0
87337.43677,1051788.098,1,2915875.789,0,11171,0,0,0,0,0,1,0,1,1,0
87337.43677,1053495.691,1,2915875.789,0,11172,0,0,3,0,0,0,0,1,1,0
87337.43677,1055203.285,1,2915876.659,0,11173,0,0,0,0,0,0,0,0,0,0
87337.43677,1056910.879,1,2915877.094,0,11174,0,0,0,0,0,0,0,0,0,0
87337.43677,1058618.473,1,2915875.789,0,11175,0,0,0,0,0,0,0,0,0,0
87337.43677,1060326.066,1,2915875.789,0,11176,0,0,0,0,0,0,0,0,0,0
87337.43677,1062033.66,1,2915876.659,0,11177,0,0,0,0,0,0,0,0,0,0
87337.43677,1063741.254,1,2915875.789,0,11178,0,0,0,0,0,0,0,0,0,0
87337.43677,1065448.847,1,2915876.224,0,11179,0,0,0,0,0,0,0,0,0,0
87337.43677,1067156.441,1,2915876.659,0,11180,0,0,0,0,0,0,0,0,0,0
87337.43677,1068864.035,1,2915876.224,0,11181,0,0,0,0,0,0,0,0,0,0
87337.43677,1070571.629,1,2915875.789,0,11182,0,0,0,0,0,0,0,0,0,0
87337.43677,1072279.222,1,2915876.224,0,11183,0,0,0,0,0,0,0,0,0,0
87337.43677,1073986.816,1,2915876.659,0,11184,0,0,0,0,0,0,0,0,0,0
87337.43677,1075694.41,1,2915875.789,0,11185,0,0,0,0,0,0,0,0,0,0
87337.43677,1077402.003,1,2915875.789,0,11186,0,0,0,0,0,0,0,0,0,0
87337.43677,1079109.597,1,2915876.659,0,11187,0,0,0,0,0,0,0,0,0,0
87337.43677,1080817.191,1,2915877.094,0,11188,0,0,0,0,0,0,0,0,0,0
87337.43677,1082524.785,1,2915875.789,0,11189,0,0,0,0,0,0,0,0,0,0
87337.43677,1084232.378,1,2915875.789,0,11190,0,0,0,0,0,0,0,0,0,0
87337.43677,1085939.972,1,2915876.659,0,11191,0,0,0,0,0,0,0,0,0,0
87337.43677,1087647.566,1,2915876.224,0,11192,0,0,0,0,0,0,0,0,0,0
87337.43677,1089355.159,1,2915875.789,0,11193,0,0,0,0,0,0,0,0,0,0
87337.43677,1091062.753,1,2915876.659,0,11194,0,0,0,0,0,0,0,0,0,0
87337.43677,1092770.347,1,2915876.659,0,11195,0,0,0,0,0,0,0,0,0,0
87337.43677,1094477.941,1,2915875.789,0,11196,0,0,0,0,0,0,0,0,0,0
87337.43677,1096185.534,1,2915876.224,0,11197,0,0,0,0,0,0,0,0,0,0
87337.43677,1097893.128,1,2915876.659,0,11198,0,0,0,0,0,0,0,0,0,0
87337.43677,1099600.722,1,2915875.789,0,11199,0,0,0,0,0,0,0,0,0,0
87337.43677,1101308.315,1,2915875.789,0,11200,0,0,0,0,0,0,0,0,0,0
87337.43677,1103015.909,1,2915877.094,0,11201,0,0,0,0,0,0,0,0,0,0
87337.43677,1104723.503,1,2915876.659,0,11202,0,0,0,0,0,0,0,0,0,0
87337.43677,1106431.097,1,2915875.789,0,11203,0,0,0,0,0,0,0,0,0,0
87337.43677,1108138.69,1,2915875.789,0,11204,0,0,0,0,0,0,0,0,0,0
87337.43677,1109846.284,1,2915876.659,0,11205,0,0,0,0,0,0,0,0,0,0
87337.43677,1111553.878,1,2915877.094,0,11206,0,0,0,0,0,0,0,0,0,0
87337.43677,1113261.472,1,2915875.789,0,11207,0,0,0,0,0,0,0,0,0,0
87337.43677,1114969.065,1,2915875.789,0,11208,0,0,0,0,0,0,0,0,0,0
87337.43677,1116676.659,1,2915876.659,0,11209,0,0,0,0,0,0,0,0,0,0
87337.43677,1118384.253,1,2915876.224,0,11210,0,0,0,0,0,0,0,0,0,0
87337.43677,1120091.846,1,2915875.789,0,11211,0,0,0,0,0,0,0,0,0,0
87337.43677,1121799.44,1,2915876.659,0,11212,0,0,0,0,0,0,0,0,0,0
87337.43677,1123507.034,1,2915876.659,0,11213,1,0,0,0,0,0,0,1,1,0
87337.43677,1125214.628,1,2915875.789,0,11214,0,0,0,0,0,0,0,0,0,0
87337.43677,1126922.221,1,2915876.224,0,11215,0,0,0,0,0,0,0,0,0,0
87337.43677,1128629.815,1,2915876.659,0,11216,0,1,0,0,0,0,0,1,1,0
87337.43677,1130337.409,1,2915875.789,0,11217,0,0,1,0,0,0,0,1,1,0
87337.43677,1132045.002,1,2915875.789,0,11218,1,0,1,0,0,3,0,1,1,0
87337.43677,1133752.596,1,2915877.094,0,11219,1,0,0,0,0,1,0,1,1,0
87337.43677,1135460.19,1,2915876.659,0,11220,0,0,0,0,0,0,0,0,0,0
87337.43677,1137167.784,1,2915875.789,0,11221,0,0,0,0,0,0,0,0,0,0
87337.43677,1138875.377,1,2915875.789,0,11222,0,0,0,0,0,0,0,0,0,0
87337.43677,1140582.971,1,2915876.659,0,11223,0,0,0,0,0,0,0,0,0,0
87337.43677,1142290.565,1,2915876.224,0,11224,0,0,0,0,0,0,0,0,0,0
87337.43677,1143998.158,1,2915875.789,0,11225,0,0,0,0,0,0,0,0,0,0
87337.43677,1145705.752,1,2915876.659,0,11226,0,0,0,0,0,0,0,0,0,0
87337.43677,1147413.346,1,2915876.659,0,11227,0,0,0,0,0,0,0,0,0,0
87337.43677,1149120.94,1,2915876.224,0,11228,0,0,0,0,0,0,0,0,0,0
87337.43677,1150828.533,1,2915875.789,0,11229,0,0,0,0,0,0,0,0,0,0
87337.43677,1152536.127,1,2915876.659,0,11230,0,0,0,0,0,0,0,0,0,0
87337.43677,1154243.721,1,2915875.789,0,11231,0,0,0,0,0,0,0,0,0,0
87337.43677,1155951.314,1,2915875.789,0,11232,0,0,0,0,0,0,0,0,0,0
87337.43677,1157658.908,1,2915877.094,0,11233,0,0,0,0,0,0,0,0,0,0
87337.43677,1159366.502,1,2915876.659,0,11234,0,0,0,0,0,0,0,0,0,0
87337.43677,1161074.096,1,2915875.789,0,11235,0,0,0,0,0,0,0,0,0,0
87337.43677,1162781.689,1,2915875.789,0,11236,0,0,0,0,0,0,0,0,0,0
87337.43677,1164489.283,1,2915877.094,0,11237,0,0,0,0,0,0,0,0,0,0
87337.43677,1166196.877,1,2915876.659,0,11238,0,0,0,0,0,0,0,0,0,0
87337.43677,1167904.471,1,2915875.789,0,11239,0,0,0,0,0,0,0,0,0,0
87337.43677,1169612.064,1,2915875.789,0,11240,0,0,0,0,0,0,0,0,0,0
87337.43677,1171319.658,1,2915876.659,0,11241,0,0,0,0,0,0,0,0,0,0
87337.43677,1173027.252,1,2915876.224,0,11242,0,0,0,0,0,0,0,0,0,0
87337.43677,1174734.845,1,2915875.789,0,11243,0,0,0,0,0,0,0,0,0,0
87337.43677,1176442.439,1,2915876.659,0,11244,0,0,0,0,0,0,0,0,0,0
87337.43677,1178150.033,1,2915876.659,0,11245,0,0,0,0,0,0,0,0,0,0
87337.43677,1179857.627,1,2915876.224,0,11246,0,0,0,0,0,0,0,0,0,0
87337.43677,1181565.22,1,2915875.789,0,11247,0,0,0,0,0,0,0,0,0,0
87337.43677,1183272.814,1,2915876.659,0,11248,0,0,0,0,0,0,0,0,0,0
87337.43677,1184980.408,1,2915875.789,0,11249,0,0,0,0,0,0,0,0,0,0
87337.43677,1186688.001,1,2915875.789,0,11250,0,0,0,0,0,0,0,0,0,0
87337.43677,1188395.595,1,2915877.094,0,11251,0,0,0,0,0,0,0,0,0,0
87337.43677,1190103.189,1,2915876.659,0,11252,0,0,0,0,0,0,0,0,0,0
87337.43677,1191810.783,1,2915875.789,0,11253,0,0,0,0,0,0,0,0,0,0
87337.43677,1193518.376,1,2915875.789,0,11254,0,0,0,0,0,0,0,0,0,0
87337.43677,1195225.97,1,3259088.94,0,11255,0,0,0,0,0,0,0,0,0,0
89045.03048,944209.6934,1,2356816.137,0,11256,0,0,0,0,0,0,0,0,0,0
89045.03048,945917.2871,1,2915876.224,0,11257,0,0,0,0,0,0,0,0,0,0
89045.03048,947624.8808,1,2915876.224,0,11258,0,0,0,0,0,0,0,0,0,0
89045.03048,949332.4745,1,2915876.224,0,11259,0,0,0,0,0,0,0,0,0,0
89045.03048,951040.0682,1,2915876.224,0,11260,0,0,0,0,0,0,0,0,0,0
89045.03048,952747.662,1,2915876.224,0,11261,0,0,0,0,0,0,0,0,0,0
89045.03048,954455.2557,1,2915876.224,0,11262,0,0,0,0,0,0,0,0,0,0
89045.03048,956162.8494,1,2915876.224,0,11263,0,0,0,0,0,0,0,0,0,0
89045.03048,957870.4431,1,2915876.659,0,11264,0,0,0,0,0,0,0,0,0,0
89045.03048,959578.0368,1,2915876.224,0,11265,0,0,0,0,0,0,0,0,0,0
89045.03048,961285.6305,1,2915876.224,0,11266,0,0,0,0,0,0,0,0,0,0
89045.03048,962993.2243,1,2915876.224,0,11267,0,0,0,0,0,0,0,0,0,0
89045.03048,964700.818,1,2915876.224,0,11268,0,0,0,0,0,0,0,0,0,0
89045.03048,966408.4117,1,2915876.224,0,11269,0,0,0,0,0,0,0,0,0,0
89045.03048,968116.0054,1,2915876.224,0,11270,0,0,0,0,0,0,0,0,0,0
89045.03048,969823.5991,1,2915876.224,0,11271,0,0,0,0,0,0,0,0,0,0
89045.03048,971531.1929,1,2915876.224,0,11272,0,0,0,0,0,0,0,0,0,0
89045.03048,973238.7866,1,2915876.659,1,11273,0,0,0,0,0,0,0,1,0,1
89045.03048,974946.3803,1,2915876.224,0,11274,0,0,0,0,0,0,0,0,0,0
89045.03048,976653.974,1,2915876.224,0,11275,0,0,0,0,0,0,0,0,0,0
89045.03048,978361.5677,1,2915876.224,0,11276,0,0,0,0,0,0,0,0,0,0
89045.03048,980069.1615,1,2915876.224,0,11277,0,0,0,0,0,0,0,0,0,0
89045.03048,981776.7552,1,2915876.224,0,11278,0,0,0,0,0,0,0,0,0,0
89045.03048,983484.3489,1,2915876.224,0,11279,0,0,0,0,0,0,0,0,0,0
89045.03048,985191.9426,1,2915876.224,0,11280,0,0,0,0,0,0,0,0,0,0
89045.03048,986899.5363,1,2915876.224,0,11281,0,0,0,0,0,0,0,0,0,0
89045.03048,988607.13,1,2915876.224,0,11282,0,0,0,0,0,0,0,0,0,0
89045.03048,990314.7238,1,2915876.659,0,11283,0,0,0,0,0,0,0,0,0,0
89045.03048,992022.3175,1,2915876.224,1,11284,0,0,0,0,0,0,0,1,0,1
89045.03048,993729.9112,1,2915876.224,0,11285,0,0,0,0,0,0,0,0,0,0
89045.03048,995437.5049,1,2915876.224,1,11286,0,0,0,0,0,0,0,1,0,1
89045.03048,997145.0986,1,2915876.224,0,11287,0,0,0,0,0,0,0,0,0,0
89045.03048,998852.6924,1,2915876.224,1,11288,0,0,0,0,0,0,0,1,0,1
89045.03048,1000560.286,1,2915876.224,0,11289,0,0,0,0,0,0,0,0,0,0
89045.03048,1002267.88,1,2915876.659,0,11290,0,0,0,0,0,0,0,0,0,0
89045.03048,1003975.474,1,2915876.224,0,11291,0,0,0,0,0,0,0,0,0,0
89045.03048,1005683.067,1,2915875.789,0,11292,0,0,0,0,0,0,0,0,0,0
89045.03048,1007390.661,1,2915876.659,0,11293,0,0,0,0,0,0,0,0,0,0
89045.03048,1009098.255,1,2915875.789,0,11294,0,0,0,0,0,0,0,0,0,0
89045.03048,1010805.848,1,2915876.224,0,11295,0,0,0,0,0,0,0,0,0,0
89045.03048,1012513.442,1,2915876.659,0,11296,0,0,0,0,0,0,0,0,0,0
89045.03048,1014221.036,1,2915876.659,0,11297,0,0,0,0,0,0,0,0,0,0
89045.03048,1015928.63,1,2915875.789,0,11298,0,0,0,0,0,0,0,0,0,0
89045.03048,1017636.223,1,2915875.789,0,11299,0,0,0,0,0,0,0,0,0,0
89045.03048,1019343.817,1,2915877.094,0,11300,0,0,0,0,0,0,0,0,0,0
89045.03048,1021051.411,1,2915875.789,0,11301,0,0,0,0,0,0,0,0,0,0
89045.03048,1022759.004,1,2915875.789,0,11302,0,0,0,0,0,0,0,0,0,0
89045.03048,1024466.598,1,2915876.659,0,11303,0,0,0,0,0,0,0,0,0,0
89045.03048,1026174.192,1,2915877.094,0,11304,0,0,0,0,0,0,0,0,0,0
89045.03048,1027881.786,1,2915875.789,0,11305,0,0,0,0,0,0,0,0,0,0
89045.03048,1029589.379,1,2915875.789,0,11306,0,0,0,0,0,0,0,0,0,0
89045.03048,1031296.973,1,2915876.659,0,11307,0,0,0,0,0,0,0,0,0,0
89045.03048,1033004.567,1,2915875.789,0,11308,0,0,0,0,0,0,0,0,0,0
89045.03048,1034712.16,1,2915876.224,0,11309,0,0,0,0,0,0,0,0,0,0
89045.03048,1036419.754,1,2915876.659,0,11310,0,0,0,0,0,0,0,0,0,0
89045.03048,1038127.348,1,2915876.659,0,11311,0,0,0,0,0,0,0,0,0,0
89045.03048,1039834.942,1,2915875.789,0,11312,0,0,0,0,0,0,0,0,0,0
89045.03048,1041542.535,1,2915876.224,0,11313,0,0,0,0,0,0,0,0,0,0
89045.03048,1043250.129,1,2915876.659,0,11314,0,0,0,0,0,0,0,0,0,0
89045.03048,1044957.723,1,2915875.789,0,11315,0,0,0,0,0,0,0,0,0,0
89045.03048,1046665.316,1,2915875.789,0,11316,0,0,0,0,0,0,0,0,0,0
89045.03048,1048372.91,1,2915876.659,0,11317,0,0,0,0,0,0,0,0,0,0
89045.03048,1050080.504,1,2915877.094,0,11318,0,0,0,0,0,0,0,0,0,0
89045.03048,1051788.098,1,2915875.789,0,11319,0,0,0,0,0,0,0,0,0,0
89045.03048,1053495.691,1,2915875.789,0,11320,0,0,0,0,0,0,0,0,0,0
89045.03048,1055203.285,1,2915876.659,0,11321,0,0,0,0,0,0,0,0,0,0
89045.03048,1056910.879,1,2915877.094,0,11322,0,0,0,0,0,0,0,0,0,0
89045.03048,1058618.473,1,2915875.789,0,11323,0,0,0,0,0,0,0,0,0,0
89045.03048,1060326.066,1,2915875.789,0,11324,0,0,0,0,0,0,0,0,0,0
89045.03048,1062033.66,1,2915876.659,0,11325,0,0,0,0,0,0,0,0,0,0
89045.03048,1063741.254,1,2915875.789,0,11326,0,0,0,0,0,0,0,0,0,0
89045.03048,1065448.847,1,2915876.224,0,11327,0,0,0,0,0,0,0,0,0,0
89045.03048,1067156.441,1,2915876.659,0,11328,0,0,0,0,0,0,0,0,0,0
89045.03048,1068864.035,1,2915876.224,0,11329,0,0,0,0,0,0,0,0,0,0
89045.03048,1070571.629,1,2915875.789,0,11330,0,0,0,0,0,0,0,0,0,0
89045.03048,1072279.222,1,2915876.224,0,11331,0,0,0,0,0,0,0,0,0,0
89045.03048,1073986.816,1,2915876.659,0,11332,0,0,0,0,0,0,0,0,0,0
89045.03048,1075694.41,1,2915875.789,0,11333,0,0,0,0,0,0,0,0,0,0
89045.03048,1077402.003,1,2915875.789,0,11334,0,0,0,0,0,0,0,0,0,0
89045.03048,1079109.597,1,2915876.659,0,11335,0,0,0,0,0,0,0,0,0,0
89045.03048,1080817.191,1,2915877.094,0,11336,0,0,0,0,0,0,0,0,0,0
89045.03048,1082524.785,1,2915875.789,0,11337,0,0,0,0,0,0,0,0,0,0
89045.03048,1084232.378,1,2915875.789,0,11338,0,0,0,0,0,0,0,0,0,0
89045.03048,1085939.972,1,2915876.659,0,11339,0,0,0,0,0,0,0,0,0,0
89045.03048,1087647.566,1,2915876.224,0,11340,0,0,0,0,0,0,0,0,0,0
89045.03048,1089355.159,1,2915875.789,0,11341,0,0,0,0,0,0,0,0,0,0
89045.03048,1091062.753,1,2915876.659,0,11342,0,0,0,0,0,0,0,0,0,0
89045.03048,1092770.347,1,2915876.659,0,11343,0,0,0,0,0,0,0,0,0,0
89045.03048,1094477.941,1,2915875.789,0,11344,0,0,0,0,0,0,0,0,0,0
89045.03048,1096185.534,1,2915876.224,0,11345,0,0,0,0,0,0,0,0,0,0
89045.03048,1097893.128,1,2915876.659,0,11346,0,0,0,0,0,0,0,0,0,0
89045.03048,1099600.722,1,2915875.789,0,11347,0,0,0,0,0,0,0,0,0,0
89045.03048,1101308.315,1,2915875.789,0,11348,0,0,0,0,0,0,0,0,0,0
89045.03048,1103015.909,1,2915877.094,0,11349,0,0,0,0,0,0,0,0,0,0
89045.03048,1104723.503,1,2915876.659,0,11350,0,0,0,0,0,0,0,0,0,0
89045.03048,1106431.097,1,2915875.789,0,11351,0,0,0,0,0,0,0,0,0,0
89045.03048,1108138.69,1,2915875.789,0,11352,0,0,0,0,0,0,0,0,0,0
89045.03048,1109846.284,1,2915876.659,0,11353,0,0,0,0,0,0,0,0,0,0
89045.03048,1111553.878,1,2915877.094,0,11354,0,0,0,0,0,0,0,0,0,0
89045.03048,1113261.472,1,2915875.789,0,11355,0,0,0,0,0,0,0,0,0,0
89045.03048,1114969.065,1,2915875.789,0,11356,0,0,0,0,0,0,0,0,0,0
89045.03048,1116676.659,1,2915876.659,0,11357,0,0,0,0,0,0,0,0,0,0
89045.03048,1118384.253,1,2915876.224,0,11358,0,0,0,0,0,0,0,0,0,0
89045.03048,1120091.846,1,2915875.789,0,11359,0,0,0,0,0,0,0,0,0,0
89045.03048,1121799.44,1,2915876.659,0,11360,0,0,0,0,0,0,0,0,0,0
89045.03048,1123507.034,1,2915876.659,0,11361,0,0,0,0,0,0,0,0,0,0
89045.03048,1125214.628,1,2915875.789,0,11362,0,0,0,0,0,0,0,0,0,0
89045.03048,1126922.221,1,2915876.224,0,11363,0,0,0,0,0,0,0,0,0,0
89045.03048,1128629.815,1,2915876.659,0,11364,0,0,0,0,0,0,0,0,0,0
89045.03048,1130337.409,1,2915875.789,0,11365,0,0,0,0,0,0,0,0,0,0
89045.03048,1132045.002,1,2915875.789,0,11366,0,0,0,0,0,0,0,0,0,0
89045.03048,1133752.596,1,2915877.094,0,11367,0,1,0,0,0,1,0,1,1,0
